balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-07-23-22:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	358.86884646469997	392.46984646469997	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-00:00	0	0.0	0	0	27.607225617599997	0	0.0	0.0	0.0	360.17354012889996	387.78076574650004	115.06853488446035	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-02:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	389.8652194658	439.6652194658	99.56606606060157	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-04:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	393.759573898	443.559573898	115.75029060388638	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-06:00	0	0.0	0	0	33.88873969790001	0	0.0	0.0	0.0	364.3352787412	398.22401843910006	161.33249491060906	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-08:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	367.7397699155	445.53976991555	249.35181874816908	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-10:00	0	0.0	0	0	64.2754932442	0	0.0	0.0	0.0	366.117344021	458.3928372652	254.87069691902207	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-12:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	398.7122645811	476.5122645811	250.89254674402204	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-14:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	371.4367985335	449.2367985335	250.67833498274098	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-16:00	0	0.0	0.0	0	66.02005679999999	0	0.0	0.0	0.0	367.3884166643	461.40847346429996	250.02035241685905	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-18:00	0	0.0	0	0	37.3	0	0.0	0.0	0.0	345.80630611699996	383.106306117	173.29147438672612	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-20:00	0	0.0	0	0	33.971281277500005	0	0.0	0.0	0.0	326.44126593149997	360.41254720899997	148.33508263388637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-08-23-22:00	0	0.0	0	0	37.3	0	0.0	0.0	0.0	352.69610772740003	389.99610772740004	127.89004781899663	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-00:00	0	0.0	0	0	50.847498014399996	0	0.0	0.0	0.0	405.7934221107	456.6409201251	138.77338193034592	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	384.0265610944	384.0265610944	148.30424728388638	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-04:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	386.70578333139997	386.70578333139997	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-06:00	0	0.0	0	0	82.91160353622	0	0.0	0.0	0.0	326.4412659318	409.35286946802	150.13154348058632	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-08:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	347.184613096	426.784613096	246.78461309612197	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-10:00	0	0.0	0	0	107.553757721	0	0.0	0.0	0.0	389.96714456702	497.52090228802	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-12:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	403.7177642136	483.3177642136	255.7736407190221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-14:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	383.2672128941	462.8672128941	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-16:00	0	0.0	0	0	66.0494881164	0	0.0	0.0	0.0	366.11734402160005	432.166832138	242.5446264079829	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-18:00	0	0.0	23.554601404722455	0	56.845398595277544	0	0.0	0.0	0.0	342.0062738904	422.4062738904	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-20:00	0	0.0	0	0	22.7557299806	0	0.0	0.0	0.0	350.55233606210004	373.30806604270003	147.82375228388636	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-09-23-22:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	326.441265931	326.441265931	146.44126593139097	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-00:00	0	0.0	0	0	63.5435889623	0	0.0	0.0	0.0	405.7934221107	469.337011073	146.72054378388637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	339.92537649990004	339.92537649990004	145.62139028388637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-04:00	0	0.0	0	0	19.4574941287	0	0.0	0.0	0.0	401.291317762	420.74881189070004	140.70297730888635	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-06:00	0	0.0	0	0	14.790137082	0	0.0	0.0	0.0	326.44126593149997	369.23140301349997	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-08:00	0	0.0	0	0	21.6267424	0	0.0	0.0	0.0	392.0679077478	441.6946501478	250.06310389479773	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-10:00	0	0.0	0	0	31.2900360612	0	0.0	0.0	0.0	390.6636069545	449.9536430157	252.90732489402208	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-12:00	0	0.0	0	0	38.75722836241	0	0.0	0.0	0.0	405.7934221107	472.55065047311	255.7482748940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-14:00	0	0.0	0	0	57.93559687930001	0	0.0	0.0	0.0	366.117344021	452.0529409003	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-16:00	0	0.0	0.0	0	103.06377873950001	0	0.0	0.0	0.0	352.57882332730003	483.6426020668	239.2399595308888	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-18:00	0	0.0	0	0	40.47452839633	0	0.0	0.0	0.0	326.4412659313	366.91579432763	146.6397143088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-20:00	0	0.0	0	0	23.124387889699996	0	0.0	0.0	0.0	361.5116109575	384.63599884719997	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-10-23-22:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	344.58551968899997	344.58551968899997	148.1836643088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-00:00	0	0.0	0	0	13.978443148830003	0	0.0	0.0	0.0	326.4412659315	340.41970908033005	58.411667591157986	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-11-23-02:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	381.3607539537	396.3607539537	141.4314419338864	180.0	0.0	0.0	typical
